,idx,word_guesses,first_pass,solution_words,solution
886,886,Matera;saio;buttero,Matera S saio O buttero SO,Materassai;obuttero,Materassai obuttero
887,887,zia;tir;polli,VI zia tir A M polli,Viziati;rampolli,Viziati rampolli
888,888,ape;nane;osa,UN ape RSO nane RV osa,Una;persona;nervosa,Una persona nervosa
889,889,sta;perno;recare,sta M perno A recare,Stamper;noar;care,Stamper noar care
890,890,porta;icone;re;maga;ante,COM porta RS icone ST re maga L ante RIA,Comportarsi;con;estremo;galanteria,Comportarsi con estremo galanteria
891,891,pero;tane,OR pero N tane,Orpe;rontane,Orpe rontane
892,892,eredi;mani;ala,E SS eredi mani C ala RGA,Essere;di;manica;larga,Essere di manica larga
893,893,re;para;dama;gira,P re para R E dama N gira,Preparare;da;mangiara,Preparare da mangiara
894,894,la;nomi;nodi;gente,la L UN nomi nodi L I gente,L;alunno;mino;diligente,L'alunno mino diligente
895,895,tra;noci;pino,S tra noci C A pino,Strano;cicapinono,Strano cicapinono
896,896,tait;ape;oli;Era,S tait T ape T R oli F Era,Stattà;petrolifera,Stattà petrolifera
897,897,serti;reali;lenti,ES serti reali ND O lenti,Esser;tire;alindolenti,Esser tire alindolenti
898,898,ari;posta;motore;aria,U N ari S posta motore RI T aria,Una;risposta;motorietteria,Una risposta motorietteria
899,899,serve;re;con,ES serve re con DI,Esser;verecondi,Esser verecondi
900,900,rive;Siviglia;Chieti;Itaca,rive LAR Siviglia C Chieti R Itaca NI,Rivelarsi;vilaggiati;e;ritacchini,Rivelarsi vilaggiati e ritacchini
901,901,pari;oro;tic,V I pari ST oro tic O,Vip;artrotocico,Vip artrotocico
902,902,col;fango;lana,col fango lana,Colf;angolana,Colf angolana
903,903,asse;soda;anitra;oro;mente,asse N soda T anitra L oro S A mente,Assenso;data;tralorosamente,Assenso data tralorosamente
904,904,di;ore,E di P ore,Edipo;re,"""Edipo re"""
905,905,orme;vipera,EN orme vipera TO,Enorme;vipera,Enorme vipera
906,906,ala;ara,UN ala C UN ara RA,Una;lacuna;rara,Una lacuna rara
907,907,ottico;orate,B ottico L orate,Botto;colorate,Botto colorate
908,908,lepri;presi;cane,lepri M E presi S cane,Le;prime;presi;scance,Le prime presi scance
909,909,Inter;stadi;auto,Inter V I stadi F auto,Intervista;difauto,Intervista difauto
910,910,orari;mine,DI M orari mine SE,Dimora;riminese,Dimora riminese
911,911,orci;la;mi,CO L orci C la mi NO,Color;ciclamino,Color ciclamino
912,912,naso;opulenti,U naso N opulenti,UnaSo;nopulenti,UnaSo nopulenti
913,913,dingo;teli,RE dingo teli S A,Redingote;lisa,Redingote lisa
914,914,angelo;orate,FR angelo G orate,Frange;logorate,Frange logorate
915,915,Bacco;ente,PU Bacco GLI ente,Pub;accogliente,Pub accogliente
916,916,proiettore;latte,TE proiettore latte SA,Tepro;i;torella,Tepro i' torella
917,917,rade;anta,LO rade I F anta SMI,L;ora;dei;fantasmi,L'ora dei fantasmi
918,918,ambi;rei;cavolo;ramo,C ambi A rei L cavolo ramo TO,Cambiare;il;cavo;loramoto,Cambiare il cavo loramoto
919,919,ara;fari,F ara F fari,Far;affari,Far affari
920,920,pera;tori;pero,DIS pera tori C U pero,Disperato;ricupero,Disperato ricupero
921,921,don;ape;camino,don N ape C camino SA,Donna;pecaminosa,Donna pecaminosa
922,922,ara;piedi;retti,D ara M piedi retti VE,Dar;ampie;direttive,Dar ampie direttive
923,923,di;trattore;viso,di S trattore viso RE,Distratto;revisore,Distratto revisore
924,924,oratore;rosone;zio,D oratore rosone G O zio,Doratore;Rosogozio,Doratore Rosogozio
925,925,ambi;oche;pera;amo,B ambi N oche O pera amo DO,Bambino;che;opera;a;modo,Bambino che opera a modo
926,926,Eros;nato;redini,FI Eros E nato redini ZZA,Fiero;serenato;re;Dizza,Fiero serenato re Dizza
927,927,odi;frac;ali,P odi S frac ali ANO,Podisf;racaliano,Podisf racaliano
928,928,disco;assi;ante,IN disco assi L L ante,Indico;assillante,Indico assillante
929,929,arti;adipe;pero,P arti T adipe pero NI,Partita;di;peperoni,Partita di peperoni
930,930,ago;tema;lati,AR ago STA tema lati N A,Aragosta;tema;latina,Aragosta tema latina
931,931,Cile;ape,AC Cile N ape,Accilena;p;epica,Accilena p epica
932,932,Arc;redi,F Arc redi T O,Far;credito,Far credito
933,933,Tazio;retta,BRA Tazio LA retta,Brata;ziolaretta,Brata ziolaretta
934,934,conta;nove;celle,conta DI nove R celle S E,Contadino;verdicelle,Contadino verdicelle
935,935,fra;telai,fra telai C O,Frate;laico,Frate laico
936,936,portamine;erica,portamine M erica NO,Porto;minericano,Porto minericano
937,937,nidi;ari;posta,U nidi O T ari S posta,Un;idiota;risposta,Un'idiota risposta
938,938,celle;atomo;corda,S celle R atomo NEL corda,Scellerato;monocorda,Scellerato monocorda
939,939,avi;fossa;Ural,C avi fossa T Ural I,Cavifi;assaturali,Cavifi assaturali
940,940,prete;ode,prete SAM ode STA,Pretesa;modesta,Pretesa modesta
941,941,musi;capo;polare,musi capo polare,Musica;popolare,Musica popolare
942,942,re;vivi;Giacomo,B re vivi AG Giacomo,Brevi;vigia;c;omo,Brevi vigia c omo
943,943,unto;petti,unto U petti NT O,Un;toutetto;into,Un toutetto into
944,944,lama;liane,lama G liane R A,La;maglia;nera,La maglia nera
945,945,con;sub;menti,con sub N Z I A menti,Consub;ziamenti,Consub ziamenti
946,946,uncini;raggi,uncini CO raggi RO,Un;cinico;raggiro,Un cinico raggiro
947,947,peri;do;re;ante,peri O do S T re SS ante,Periodo;stressante,Periodo stressante
948,948,rea;mi;Cipro;tetti,T rea mi Cipro tetti V I,Tre;amici;protettivi,Tre amici protettivi
949,949,camera;isola,camera P isola TII,Camera;pisolati,Camera pisolati
950,950,Dante;aro;china,BA Dante M aro C china,Badante;marocchina,Badante marocchina
951,951,Ra;deserto;gale,G Ra N deserto R E gale,Grande;sorte;regale,Grande sorte regale
952,952,Ino;reo,R Ino E reo,Rino;eroe,Rino eroe
953,953,pere;tori;sposi;di;legge,pere N tori E DI sposi ZI O NI di legge,Perentorie;disposizioni;di;legge,Perentorie disposizioni di legge
954,954,fard;dio;petti,fard E dio S O S petti,Far;delle;ospetti,Far delle ospetti
955,955,pie;Atene,pie TR Atene RA,Pietra;tenere,Pietra tenere
956,956,con;su;toro;oca;coda;ali,con su E toro T oca L coda TTU ali T A,Consueto;rotocolca;d;attualità,Consueto rotocolca d'attualità
957,957,carter;tori,MAR carter RI tori,Marcar;territori,Marcar territori
958,958,rada;orario,ST rada SG orario,Strada;sgorario,Strada sgorario
959,959,nave;asce;dente,NO nave R asce N dente,Non;aver;ascendente,Non aver ascendente
960,960,rea;ava;nidi;si,T rea N ava nidi M E S si,Tre;avanidi;messi,Tre avanidi messi
961,961,pediatri;iri;ali,C OL pediatri D iri V ali,Colpe;di;validi,Colpe di atriri validi
962,962,fontana;lori;ratto;nota,fontana IO lori T ratto DI G nota,Fontanario;ritratto;d;ignota,"Fontanario: ""ritratto d'ignota"""
963,963,mais;ras;re;alani;are,mais A ras E re N alani M are A,Mai;sara;serena;l;anima;rea,Mai sara serena l'anima rea
964,964,sedia;coli,CA sedia S coli,Case;di;ascoli,Case di ascoli
965,965,Stan;chef;rasi;vetrai,Stan chef rasi vetrai,Stanche;frasi;vi;treai,Stanche frasi vi treai
966,966,ascia;asola,L ascia T asola,Lasciata;sola,Lasciata sola
967,967,rea;rapa;rosa,C rea TU rapa U rosa,Creatura;paurosa,Creatura paurosa
968,968,Tevere;sette,Tevere I sette,Tever;esetette,Tever esetette
969,969,olente;rosa;piegata,V olente rosa IM piegata,Volenterosa;impiegata,Volenterosa impiegata
970,970,reo;iene;amo,P reo C CU iene CL amo,Preoccupiene;clamamo,Preoccupiene clamamo
971,971,Annie;Maria,C Annie FU Maria,Canni;enfumaria,Canni enfumaria
972,972,zeri;forni,A zeri forni A NO,Aze;riforniano,Aze riforniano
973,973,gru;piedi;ali,gru P piedi T O R I ali,Gruppi;editoriali,Gruppi editoriali
974,974,gin;are;barba;mento,AR gin are LI M barba RI mento,Arginare;l;imbarbarimento,Arginare l'imbarbarimento
975,975,avi;acido;nata;eco,L avi T acido nata NT eco SE,La;vita;ci;dona;tante;cose,La vita ci dona tante cose
976,976,metro;oli;ami;lane,metro P oli T A N ami lane SE,Metropoli;tamilane,Metropoli tamilane
977,977,ceri;posa,LU ceri posa NTE,Luce;riposante,Luce riposante
978,978,ora;redi;involto,ora T O redi S involto,Oratore;disinvolto,Oratore disinvolto
979,979,fili;stie;rea;latta,fili B U stie rea L latta CCO,Filibustiere;all;attacco,Filibustiere all'attacco
980,980,Tell;ava;la,Tell Y S ava la S,Tellys;avalas,Tellys avalas
981,981,Po;rema;china;riva,IM Po RTA rema C china riva RI,Importare;macchinari;vari,Importare macchinari vari
982,982,leve;Tevere;onde,leve E N Tevere C onde,Lev;evente;vereconde,Lev evente vereconde
983,983,mina;rema;are,ELI mina rema L W are,Eliminare;malware,Eliminare malware
984,984,Ischia;redi;arsi,R Ischia redi SO L arsi,Rischiare;d;isolarsi,Rischiare d'isolarsi
985,985,rive;rete;perla;dio,S C rive rete STI perla R A dio,Scrivere;testi;per;la;radio,Scrivere testi per la radio
986,986,peri;otri;lato,peri O D otri BO lato,Periodo;tribolato,Periodo tribolato
987,987,asso;mento;rio,asso R TI mento VA rio,Assortimento;vario,Assortimento vario
988,988,Atena;Era;azze,SC Atena T Era G azze,Scatenate;ragazze,Scatenate ragazze
989,989,viola;lepri;pio,IN viola BI lepri NCI pio,Inviolabile;principio,Inviolabile principio
990,990,cola;re;naso;mari;ante,VI N cola re U naso M mari L E V ante,Vincolare;una;somma;rilevante,Vincolare una somma rilevante
991,991,ambi;ori;rovo,ambi G U ori T rovo,Ambiguo;ritrovo,Ambiguo ritrovo
992,992,via;santi,A via N santi,Avi;ansanti,Avi ansanti
993,993,su;rema;ile,su O rema DR ile N E,Suore;madrilene,Suore madrilene
994,994,nei;ori;alte;nano;pia;ceri;totem,nei C U ori S I alte R nano I pia ceri E totem RI,Nei;cuori;si;alternano;i;piaceri;e;t;etermi,Nei cuori si alternano i piaceri e t etermi
995,995,etti;divi;Tell,F etti NA divi Tell O,Fettina;di;vitello,Fettina di vitello
996,996,vipere;menti,vipere NE A menti,Vipere;neamenti,Vipere neamenti
997,997,anta;corte;fate;merli;acca,T anta corte S I A fate merli N G acca,Tanta;cortesia;fa;temer;l;ingacca,Tanta cortesia fa temer l'ingacca
998,998,nona;bando;rema;lieto;avi,nona B bando NA rema lieto TT avi A,Non;abbandonare;mai;le;ottavi;via,Non abbandonare mai le ottavi via
999,999,orma;di;astro,F orma di S astro SA,Forma;disastrosa,Forma disastrosa
1000,1000,lago;costa;esca;api;aia,lago CC IA costa NT esca V AL api ET aia,La;goccia;costante;scava;la;pietà;ià,La goccia costante scava la pietà ià
1001,1001,la;capre;su,DA la RI capre su NTA,Dala;ricapre;susunta,Dala ricapre susunta
1002,1002,ari;buche;cereale,C ari buche E M I cereale,Caribù;che;emicereale,Caribù che emicereale
1003,1003,amo;radi;lenti,UN amo ST radi lenti T TE,Una;mostra;di;lentette,Una mostra di lentette
1004,1004,rada;lumino,ST rada lumino NDO,Strada;lumindo,Strada lumindo
1005,1005,tra;artemisia;Ati,tra T T artemisia L IC Ati,Trattar;temi;silicati,Trattar temi silicati
1006,1006,si;tema;dotto,si S tema R I dotto,Sistema;ridotto,Sistema ridotto
1007,1007,parti;tea;esca;colo,parti tea esca colo,Partite;a;esaccolo,Partite a esaccolo
1008,1008,atto;divi;aio;nato,PI atto divi TE L aio N nato,Piatto;di;vitelaio;nato,Piatto di vitelaio nato
1009,1009,la;base;coni;ala,la base coni N S ala TA,Labascon;in;salata,Labascon in salata
1010,1010,su;orata,su A orata NNI,Suorata;nini,Suorata nini
1011,1011,dei;mine,C A dei mine S I,Cadei;minesisti,Cadei minesisti
1012,1012,vite,RI vite z a l e r & u n e l e v i a r u n e d al i a t i e r s i e,Rivi;telere,Rivi telere
1013,1013,navi;ori;colo,DI navi ori DI colo,Dinavio;ridicolo,Dinavio ridicolo
1014,1014,armi;anice,armi G anice RMI,Armigani;ce;rmi,Armigani ce rmi
1015,1015,Como;noci,I Como noci R,Icono;monicir,Icono monicir
1016,1016,cola;re;rame,S E cola re C A rame,Secolare;carame,Secolare carame
1017,1017,legge;aperto,legge R aperto SSE,Leggera;pertosse,Leggera pertosse
1018,1018,Pisa;ioni,IM Pisa S ioni,Impisa;sionioni,Impisa sionioni
1019,1019,nasi;ring;riva;Gi;lago,U nasi ring A P riva Gi lago,Una;siringa;priva;glio;gago,Una siringa priva glio' gago
1020,1020,re;dama;nera,F re D dama N nera,Fredda;mannera,Fredda mannera
1021,1021,signore;somale,signore I O somale,Signorioso;male,Signorioso male
1022,1022,ceri;onda,D I ceri AF onda,Diceria;fonda,Diceria fonda
1023,1023,riacerta;fetta,MO riacerta F fetta,Mori;acertaffetta,Mori acertaffetta
1024,1024,re;uomini;are;dita,re P LI uomini are B A dita,Repliù;ominiera;bedita,Repliù ominiera bedita
1025,1025,vento;albero,O vento NC albero,Oven;con;calbero,Oven con calbero
1026,1026,su;lacrima;di,su A lacrima N di STI,Sualacri;mandisti,Sualacri mandisti
1027,1027,nata;eredi;rena;re,U nata P eredi rena ICA re UR,Una;tape;dirigenai;ca;reur,Una tape dirigenai ca reur
1028,1028,seri;cap;medico;serio;nate,CA S seri cap medico serio R D I nate,Cassé;ricapme;di;cose;riordinate,Cassé ricapme di cose riordinate
1029,1029,pesce;act;otre;tino,pesce act L otre N tino,Pe;scelatto;trentino,Pe scelatto trentino
1030,1030,vere;mura,A vere P RE mura,Avere;premiura,Avere premiura
1031,1031,sudan;delicati;cieco;gole,sudan delicati B I cieco N gole SI,Sudaneli;catali;c;iogolesti,Sudaneli catali c iogolesti
1032,1032,mici;ara;amaretto,A mici ZI ara FF amaretto,Amicizia;raffamaretto,Amicizia raffamaretto
1033,1033,Pasolini;rasi;lista,Pasolini U rasi M B O lista,Pasolini;usarismolista,Pasolini usarismolista
1034,1034,punti;in;va;or,S punti in NO: va T or,Spunti;inovatori,Spunti inovatori
1035,1035,con;attiva,con T attiva NI,Contatti;vani,Contatti vani
1036,1036,avidi;Ande;tini,N avidi CL Ande S tini,Navi;di;clandestini,Navi di clandestini
1037,1037,dente;aro;edile;nano,STU dente S aro AL edile G nano,Studentesaro;aledile;gi;nano,Studentesaro aledile gi nano
1038,1038,anta;casa;mina;zia,F anta STI casa mina L I zia,Fantastica;casa;minilizia,Fantastica casa minilizia
1039,1039,bigatto;nidi;gente,I bigatto nidi S E R gente,I;bigatto;ni;disergente,I bigatto ni disergente
1040,1040,netta;Bosio;esca,SCE netta Bosio C C esca,Scenetta;bosioccesca,Scenetta bosioccesca
1041,1041,rio;eco;agli,FU rio eco TT agli A,Furioe;cottaglià,Furioe cottaglià
1042,1042,lima;Esopo;asse;lino,C lima T Esopo IR asse lino SI,Clime;teso;poi;rasselinosi,Clime teso poi rasselinosi
1043,1043,lacca;Tampa;redi;ode,lacca DE Tampa LI TA redi M ode NA,L;accadetam;palitare;di;modena,L'accadetam palitare di modena
1044,1044,statua;mele;ali,P E statua R mele G ali,Pestuar;mèle;legali,Pestuar mèle legali
1045,1045,tori;moro,O RA tori moro A NI,Oratori;moroani,Oratori moroani
1046,1046,con;ultime;Ati,I con S ultime Ati,I;consulti;meati,I consulti meati
1047,1047,peri;come;scodella,peri OD I come R scodella,Periodico;mercodella,Periodico mercodella
1048,1048,reo;est;tram;carte,AE reo CH est tram C carte R RA,Aereo;che;sta;tram;carte;rara,Aereo che sta tram carte rara
1049,1049,anta;negri;articoli,P anta L O negri articoli A RO,Pantalone;grarì;colario,Pantalone grarì colario
1050,1050,tris;gli;Ti,O tris gli Ti,Otri;sgliitti,Otri sgliitti
1051,1051,note,note TI,Note;tì,Note tì
1052,1052,nani;asi;lare,U nani asi NGO lare,Un;aniasi;ngolare,Un aniasi ngolare
1053,1053,pali;reno;di;ritto,pali N reno di S C ritto,Palinreno;discritto,Palinreno discritto
1054,1054,erica;rame;temi;Ra,P erica rame N temi S E Ra,Peri;caramente;misera,Peri caramente misera
1055,1055,tanica;teso;nidi;lana,CER tanica teso MP A G nidi SV lana,Certa;nicateso;pangnidis;va;lana,Certa nicateso pangnidis va lana
1056,1056,ali;star;Ontario;pedali,V ali star L Ontario S pedali E RI,Valist;altoboros;pedalieri,Valist altoboros pedalieri
1057,1057,raggio;oca;otri;cava;anche,CO raggio S oca P otri cava M anche S,Coraggioso;capo;trica;vamancens,Coraggioso capo trica vamancens
1058,1058,maiali;scia;di;vite,T O maiali scia di vite LLO,Tomaia;liscia;di;vitello,Tomaia liscia di vitello
1059,1059,conte;nero;more;anno;are;dotati;ori,conte nero A more S anno A M are I dotati T ori,Con;tenero;amore;sanno;a;mediotati,Con tenero amore sanno a mediotati
1060,1060,ila;arpia,N ila SS arpia,Nila;sassarpià,Nila sassarpià
1061,1061,corto;Non;netta,AC corto Non netta,Accorto;nonnetta,Accorto nonnetta
1062,1062,nave;etto;onda,nave P etto F onda TO,Naveppet;fondato,Naveppet fondato
1063,1063,Sardegna;testa;lima;re,U Sardegna testa BI lima NI E re,Usar;degnatebili;maniere,Usar degnatebili maniere
1064,1064,circo;ante,PO circo VI G ante,Pocirc;ovigiante,Pocirc ovigiante
1065,1065,pelli;scuri;onde;lessi;ossi,CA pelli scuri C onde IR IF lessi R ossi,Capelli;scuri;con;dei;riflessi;rossi,Capelli scuri con dei riflessi rossi
1066,1066,capi;asino;lacci,capi asino S O lacci,Capi;asinolacci,Capi asinolacci
1067,1067,nane;astri,P A nane R astri,Pananera;strianti,Pananera strianti
1068,1068,seno;ancora;pista,RO seno N ancora S pista TE,Rose;non;ancora;spistate,Rose non ancora spistate
1069,1069,ratto;arpa;alone,ratto P P arpa N T alone,Rattoppar;pantalone,Rattoppar pantalone
1070,1070,monili,monili R A,Moni;lira,Moni lira
1071,1071,orbo;avi;rosa,S orbo T avi GO rosa,Sorbotava;gorosà,Sorbotava gorosà
1072,1072,in;auto;viola,in C auto viola FF,Incauto;violà,Incauto violà
1073,1073,arca;odi;iti,M arca T odi V iti,Marcato;divisi,Marcato divisi
1074,1074,asta;lenzuola;are,B asta PO lenzuola DI are,Basta;pole;non;zodiare,Basta pole non zodiare
1075,1075,zie;dei;risi,A zie N dei NC risi,Aziende;in;circi,Aziende in circi
1076,1076,lame;tela;orz;radio;cere,lame N tela S M orz S radio S cere,Lamentela;smorzardo;sos;cere,Lamentela smorzardo sos cere
1077,1077,ami;lari;aro;Po;ovali,ami C O lari P aro LE Po C ovali,Amico;lar;ir;parole;poco;vali,Amico lar ir parole poco vali
1078,1078,traditore;Ifigenia,PRI traditore Ifigenia LE,Pritradito;riegeniale,Pritradito riegeniale
1079,1079,rovi;amo;mani;radi;rossi,T rovi amo L A mani E radi A rossi,Troviamo;la;maniera;di;arrossi,Troviamo la maniera di arrossi
1080,1080,bacchis;orbi,VE bacchis P orbi,Vebac;chisporbi,Vebac chisporbi
1081,1081,ibis;Enza;arti;ari;stanze;rosette,C ibis Enza P arti C OL ari SO stanze rosette NTI,Cibi;senza;particolari;stanzero;settentrini,Cibi senza particolari stanzero settentrini
1082,1082,in;cassero;in;chiacchierare,in cassero BIL in chiacchierare NI,Incasserobilinchi;chierare,Incasserobilinchi chierare
1083,1083,articoli;asso,FRE articoli asso SO,Frearti;colorassoso,Frearti colorassoso
1084,1084,sci;eroina,sci OP eroina TTO,Sciopero;in;atto,Sciopero in atto
1085,1085,redi;catino;ali,P redi catino M IN ali,Predicati;nominali,Predicati nominali
1086,1086,pera;Sandro;esca,O pera Sandro C C esca,Opera;sandroccesca,Opera sandroccesca
1087,1087,di;iri;sesto,di F iri sesto RIE,Difiris;estorie,Difiris estorie
1088,1088,scola;risi;curie;lino;rea,scola risi curie lino rea,Scolari;sicuri;e;lionorea,Scolari sicuri e lionorea
1089,1089,proiettile;serba,proiettile serba,Proietti;leser,Proietti leser
1090,1090,telara;tris;saggi,telara L I tris A E saggi,Telerali;trasaggie,Telerali trasaggie
1091,1091,sola;selezionatore;osa;dive,LI sola selezionatore I osa dive RNE,L;isola;selezionato;re;Isove,L'isola selezionato re Isove
1092,1092,indice;leva,QU indice SI leva,Questione;silèva,Questione silèva
1093,1093,avi;nidi;rame,T avi nidi C A rame,Tavinidi;ci;caramere,Tavinidi ci caramere
1094,1094,aro;ami;are,L aro TT ami L IT are,La;rottama;litare,La rottama litare
1095,1095,con;agente;rei;la,con QU I agente rei N C la LI,Conquigente;reinc;laziali,Conquigente reinc laziali
1096,1096,sole;sol;navi;Era,sole soli navi Era,Solosolina;viera,Solosolina viera
1097,1097,coni;fon;armo;corte;si;arco,coni CA fon I US armo DI corte si P OC arco,Con;i;cafoni;usar;modi;cortesi;poco;carco,Con i cafoni usar modi cortesi poco carco
1098,1098,oreste;Eros,oreste DE Eros SE,Orestede;erosse,Orestede erosse
1099,1099,picco;lauro;Po,picco lauro Po,Piccola;upò,Piccola upò
1100,1100,assi;arco;tini,M assi M arco N tini,Massimi;marcontini,Massimi marcontini
1101,1101,sedia;lenti,A sedia N SU lenti,Asedi;ansulenti,Asedi ansulenti
1102,1102,attiva;ali,attiva ND ali C I,Atti;vandalici,Atti vandalici
1103,1103,pesce;bus;tese,pesce bus tese,Pe;scebbute;sese,Pe scebbute sese
1104,1104,mesti;racine,D O mesti racine V A,Domestira;cinèva,Domestira cinèva
1105,1105,usa;proiettile,BL usa proiettile,Blusa;proiettile,Blusa proiettile
1106,1106,moro;mante,FU R moro R O mante,Formo;romante,Formo romante
1107,1107,ava;sardine;in,TR ava sardine LV in O,Travasar;din;evento,Travasar din evento
1108,1108,elica;tastiera;teda;est,D elica tastiera F teda L est E,Delicata;stiera;fetdele,Delicata stiera fetdele
1109,1109,verde;otto;in;rio,verde F otto in A rio,Verde;fattoinario,Verde fattoinario
1110,1110,oli;dalie;nani;Tampa,S oli dalie MA G nani Tampa CI,Soldali;e;magnificanti;pacì,Soldali e magnificanti pacì
1111,1111,mantidi;rada;ile,A L mantidi A rada P R ile,Alma;nidiar;a;daprile,Alma nidiar a' daprile
1112,1112,Lestes;colombi;olle,SE Lestes C colombi P olle,Sel;estate;sc;olompo,Sel estate sc olompo
1113,1113,viola;tibia;astri,viola S OT tibia N C astri,Violatos;tibiancastri,Violatos tibiancastri
1114,1114,onde;ultime,W onde RF ultime,Windorful;timè;indorfo;luminare,Windorful timè (indorfo luminare)
1115,1115,con;tre;traina;assi,S con tre traina TI assi RO,Scontre;trainati;a;s;Siro,Scontre trainati a s. Siro
1116,1116,nappa;mento;dio;alta,U nappa RTA mento dio T alta N Z E,Un;apparamento;di;ottà;lanze,Un apparamento di ottà lanze
1117,1117,ave;rocca;vino,ave R E rocca vino SE,Avere;rocca;vinosé,Avere rocca vinosé
1118,1118,nari;alari;aia,U nari C alari E aia NIO,Una;ricca;liareia;i;anio,Una ricca liareia i' anio
1119,1119,chine;nane;teda,chine F A U nane teda NTO,Chi;ne;fa;una;ne;tè;danto,Chi ne fa una ne tè danto
1120,1120,api;do;rosette;tino,S api do M E rosette S tino,Spadio;mero;settistino,Spadio mero settistino
1121,1121,polo;odi;ossa,A polo G odi ossa P PA,Apologo;di;o;Sappapa,Apologo di o. Sappapa
1122,1122,forte;iri,RO forte V I iri,Forte;v;iriviri,Forte v iriviri
1123,1123,vento;Amman;Todi;sire,E vento Amman T A Todi sire O,Evento;ammanatato;di;sireo,Evento ammanatato di sireo
1124,1124,nota;di;si,BI nota di SUI? si,Binotadi;su;isisi,Binotadi su isisi
1125,1125,rocca;severo;si,rocca severo N E si,Roccasever;onenessi,Roccasever onenessi
1126,1126,uovo;oca;Lario,N uovo V oca BO Lario,Nuovo;vocabolario,Nuovo vocabolario
1127,1127,pazzo;arpa;alberi,S pazzo L arpa N T alberi,Spazzolar;pantalberi,Spazzolar pantalberi
1128,1128,stie;eco,C O stie eco I,Costi;ecoici,Costi ecoici
1129,1129,rane;menta;Rodi;Ra;stan;ira;cori,rane menta Rodi Ra stan ira cori,Ran;evento;dire;a;st;anicori;a;Torcida,Ran evento dire a st st anicori a Torcida
1130,1130,conta;monili,conta TTO monili V E,Contatto;monili;vive,Contatto monili vive
1131,1131,Volga;est;dente;aro,Volga R est U dente S aro ALE,Volgare;studentesaro;aleale,Volgare studentesaro aleale
1132,1132,bocca;ara,bocca A M ara,Bocca;amara,Bocca amara
1133,1133,osso,AL osso ND,Alos;sonde,Alos sonde
1134,1134,sedia;ale,A sedia MB ale,Asedi;ambalabile,Asedi ambalabile
1135,1135,ramo;amo;si,T ramo N amo S si,Tramonam;ossi,Tramonam ossi
1136,1136,lago;eco;are,CA lago S eco L are,Calagose;colare,Calagose colare
1137,1137,alce;scafi;usci,UN alce scafi usci TA,Una;lecca;fiuscita,Una lecca fiuscita
1138,1138,portantina;nane;assi,IM portantina nane O CL assi C I,Import;antinana;neoclassici,Import antinana neoclassici
1139,1139,lenti;prode,VA lenti prode E R I,Valenti;prodeeri,Valenti prodeeri
1140,1140,est;Dante,est RO Dante ND,Estroda;ten,Estroda ten
1141,1141,pesce;mostra;pie,pesce D RO mostra pie NO,Pe;scedro;mostrapio,Pe scedro mostrapio
1142,1142,aia;pista,G aia BIS pista,Gaja;bispistà,Gaja bispistà
1143,1143,attiva;razione,C attiva A E razione,Cattiva;aerazione,Cattiva aerazione
1144,1144,toro;mole,OT toro mole ICI,Otto;romoli;eccici,Otto romoli eccici
1145,1145,ossi;nari;Roveri,ossi GE nari P Roveri NI,Ossigenar;i;previri,Ossigenar i previri
1146,1146,cava;lino;orate,cava L lino DI orate GNA,Cavalli;no;dioraté,Cavalli no dioraté
1147,1147,un;quadro;dei;Leoni,un quadro dei Leoni,Un;quadro;dei;leoni,Un quadro dei leoni
1148,1148,fritti;nari,RI F fritti LU nari,Riffritti;lunari,Riffritti lunari
1149,1149,in;lavello;lepre;messa,in lavello B I lepre messa,Inlavellolibre;premesa,Inlavellolibre premesa
1150,1150,Roma;mora;Ero,PO Roma U mora C Ero,Poroma;umorace;rocerò,Poroma umorace rocerò
1151,1151,anca;rea;la;unta;alta;ile,M anca rea L la PP unta M EN alta B IL ile,Mancare;all;appuntamento;altabille,Mancare all'appuntamento altabille
1152,1152,re;la;fa,P re GIA la F fa,Pregiàla;ffa,Pregiàla ffa
1153,1153,golosi;etto,S O golosi L etto,Sogo;lisetto,Sogo lisetto
1154,1154,pia;tese;Como;rose,pia N tese C O Como M B rose,Piante;seccocom;ombrose,Piante seccocom ombrose
1155,1155,mimi;acero;asta,PI mimi C acero DIP asta,Pimimi;cacero;di;pasta,Pimimi cacero di pasta
1156,1156,moli;icona;tris;moli,SA moli icona L tris A moli I,Samolii;con;altri;salmioli,Samolii con altri salmioli
1157,1157,vite,GRA vite,Gravi;tetri,Gravi tetri
1158,1158,ari;posta;chela;ape;lessi,UN ari S posta chela S CI ape RP lessi,Una;risposta;che;lascia;perplessi,Una risposta che lascia perplessi
1159,1159,attori;edera,P I attori C edera,Piatto;ricedera,Piatto ricedera
1160,1160,la;scia;agli;est,la scia agli est TRO,L;ascia;gli;estro,L'ascia gli estro
1161,1161,penn;tarocchi;sedile;ante,penn O RE tarocchi E sedile V ante,Pennoretaro;che;se;dilevante,Pennoretaro che se dilevante
1162,1162,ellissi;mostra;anonimi;ori;va;ore;ente;ente,B ellissi mostra DI anonimi ori T RO va T ore C ente ente,Bellissimo;stradianonimo;ritrovatore;cententeente,Bellissimo stradianonimo ritrovatore cententeente
1163,1163,mantidi;mi,BOM mantidi mi CA,Bomma;timidica,Bomma timidica
